0	0
1	0.0221934
2	0.062695
3	0.1152876
4	0.173516
5	0.2322216
6	0.2880933
7	0.339468
8	0.3858238
9	0.4272854
10	0.4642705
11	0.4972825
12	0.5268091
13	0.5532832
14	0.5770756
15	0.5985008
16	0.6178274
17	0.6352868
18	0.6510819
19	0.6653923
20	0.6783787
21	0.6901858
22	0.7009443
23	0.7107721
24	0.7197761
25	0.728052
26	0.7356858
27	0.7427545
28	0.7493261
29	0.755461
30	0.7612122
31	0.766626
32	0.7717428
33	0.7765974
34	0.7812201
35	0.7856365
36	0.7898688
37	0.7939358
38	0.7978535
39	0.8016353
40	0.8052927
41	0.8088355
42	0.8122718
43	0.8156086
44	0.8188519
45	0.8220068
46	0.8250778
47	0.8280687
48	0.830983
49	0.8338236
50	0.8365933
51	0.8392947
52	0.8419298
53	0.844501
54	0.8470101
55	0.8494591
56	0.8518495
57	0.8541831
58	0.8564615
59	0.858686
60	0.8608581
61	0.862979
62	0.8650501
63	0.8670725
64	0.8690472
65	0.8709754
66	0.8728579
67	0.8746958
68	0.8764899
69	0.8782409
70	0.8799498
71	0.8816172
72	0.8832438
73	0.8848305
74	0.8863777
75	0.8878863
76	0.889357
77	0.8907903
78	0.892187
79	0.8935478
80	0.8948734
81	0.8961647
82	0.8974223
83	0.8986473
84	0.8998403
85	0.9010025
86	0.9021348
87	0.9032382
88	0.9043139
89	0.905363
90	0.9063867
91	0.9073864
92	0.9083634
93	0.909319
94	0.9102548
95	0.9111722
96	0.9120729
97	0.9129584
98	0.9138305
99	0.9146908
100	0.915541
101	0.9163829
102	0.9172184
103	0.9180491
104	0.918877
105	0.9197038
106	0.9205314
107	0.9213616
108	0.9221961
109	0.9230367
110	0.9238852
111	0.9247431
112	0.9256122
113	0.9264941
114	0.9273901
115	0.9283018
116	0.9292305
117	0.9301774
118	0.9311438
119	0.9321307
120	0.933139
121	0.9341696
122	0.9352232
123	0.9363004
124	0.9374018
125	0.9385275
126	0.9396779
127	0.9408529
128	0.9420525
129	0.9432765
130	0.9445245
131	0.9457959
132	0.9470901
133	0.9484064
134	0.9497436
135	0.9511008
136	0.9524767
137	0.9538699
138	0.9552789
139	0.956702
140	0.9581375
141	0.9595836
142	0.9610381
143	0.9624989
144	0.963964
145	0.9654308
146	0.9668972
147	0.9683605
148	0.9698182
149	0.9712678
150	0.9727065
151	0.9741317
152	0.9755406
153	0.9769304
154	0.9782984
155	0.9796418
156	0.9809578
157	0.9822436
158	0.9834966
159	0.9847139
160	0.985893
161	0.9870312
162	0.988126
163	0.9891749
164	0.9901755
165	0.9911256
166	0.9920229
167	0.9928654
168	0.993651
169	0.9943779
170	0.9950445
171	0.995649
172	0.9961901
173	0.9966665
174	0.997077
175	0.9974206
176	0.9976964
177	0.9979039
178	0.9980426
179	0.9981119
180	1
